id,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1611,4785000,1100,Horamavu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1612,7356000,1113,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1613,6916000,1040,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1614,7778000,1183,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1615,7452000,1129,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1616,7428000,1125,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1617,7873999,1199,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1618,44900000,4450,Sahakar Nagar,4,0,1,1,0,0,,1,1,0,0,1,0,0,1
1619,43400000,4310,Sahakar Nagar,4,0,1,1,0,0,,1,1,0,0,1,0,0,1
1620,40300000,4000,Sahakar Nagar,4,0,1,1,0,0,,1,1,0,0,1,0,0,1
1621,4972000,1143,Horamavu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1622,4737000,1089,Horamavu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1623,8218000,1505,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1624,8370999,1535,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1625,8039000,1470,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1626,5868000,1045,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1627,6021000,1075,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1628,7194000,1290,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1629,7581000,1380,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1630,8137000,1465,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1631,19300000,1901,Marathahalli,3,0,1,1,1,0,,1,1,1,0,0,1,0,1
1632,30900000,3029,Marathahalli,3,0,1,1,1,0,,1,1,1,0,0,1,0,1
1633,17500000,1447,ITPL,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1634,25000000,2293,ITPL,4,0,1,1,1,0,,1,1,1,1,1,1,0,1
1635,5500000,1170,Kothanur,2,0,1,0,0,0,,0,0,0,0,0,0,0,0
1636,9267000,1685,Sarjapur Road Wipro To Railway Crossing,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1637,8717000,1585,Sarjapur Road Wipro To Railway Crossing,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1638,8045999,1463,Sarjapur Road Wipro To Railway Crossing,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1639,7631999,1482,Jakkur,3,0,1,0,1,0,,0,1,1,0,1,0,0,1
1640,6612000,1284,Jakkur,2,0,1,0,1,0,,0,1,1,0,1,0,0,1
1641,5443000,1057,Jakkur,2,0,1,0,1,0,,0,1,1,0,1,0,0,1
1642,5339000,1047,Thanisandra,2,0,1,1,1,0,,1,1,0,1,1,0,0,1
1643,5253000,1030,Thanisandra,2,0,1,1,1,0,,1,1,0,1,1,0,0,1
1644,8088000,1586,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1645,7073000,1387,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1646,6395000,1254,Thanisandra,2,0,1,1,1,0,,1,1,0,1,1,0,0,1
1647,7272000,1426,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1648,7109000,1394,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1649,7293000,1430,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1650,7655000,1501,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1651,6808000,1335,Thanisandra,3,0,1,1,1,0,,1,1,0,1,1,0,0,1
1652,11600000,1835,Whitefield Hope Farm Junction,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1653,11700000,1850,Whitefield Hope Farm Junction,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1654,11700000,1860,Whitefield Hope Farm Junction,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1655,11200000,1765,Whitefield Hope Farm Junction,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1656,11500000,1830,Whitefield Hope Farm Junction,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1657,11000000,1730,Whitefield Hope Farm Junction,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1658,8800000,1195,Varthur,2,0,1,1,1,0,,1,1,1,0,1,1,0,1
1659,15400000,2321,Varthur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1660,7900000,1393,RR Nagar,3,0,1,1,1,0,,0,1,1,1,1,0,0,0
1661,16500000,1800,RMV Extension Stage 2,3,1,1,1,0,0,,0,0,1,1,0,0,0,0
1662,3024000,720,Kudlu,1,0,1,1,0,0,,1,1,0,1,0,0,0,0
1663,5250000,1250,Kudlu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1664,5145000,1225,Kudlu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1665,4998000,1190,Kudlu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1666,5040000,1200,Kudlu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1667,4620000,1100,Kudlu,2,0,1,1,0,0,,1,1,0,1,0,0,0,0
1668,3420000,1140,Electronic City Phase 2,2,0,1,1,1,0,,1,1,0,0,0,0,0,0
1669,2820000,940,Electronic City Phase 2,2,0,1,1,1,0,,1,1,0,0,0,0,0,0
1670,3960000,1320,Electronic City Phase 2,3,0,1,1,1,0,,1,1,0,0,0,0,0,0
1671,3479999,1160,Electronic City Phase 2,2,0,1,1,1,0,,1,1,0,0,0,0,0,0
1672,2880000,960,Electronic City Phase 2,2,0,1,1,1,0,,1,1,0,0,0,0,0,0
1673,3180000,1060,Electronic City Phase 2,2,0,1,1,1,0,,1,1,0,0,0,0,0,0
1674,5100000,1140,Horamavu,2,0,1,1,0,0,,1,1,1,1,0,0,0,1
1675,8800000,1195,Varthur,2,0,1,1,1,0,,1,1,1,0,1,1,0,1
1676,15400000,2321,Varthur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1677,11000000,1655,Varthur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1678,5250000,1080,Krishnarajapura,2,0,0,0,0,0,,0,0,0,0,0,0,0,0
1679,8230000,1555,Kadugodi,3,1,1,1,0,0,,1,1,1,1,1,1,1,1
1680,5400000,960,Varthur,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1681,5400000,1225,Krishnarajapura,2,0,0,0,0,0,,0,0,0,0,0,0,0,0
1682,8500000,1555,Kadugodi,3,1,1,1,0,0,,1,1,1,1,1,1,1,1
1683,8600000,1555,Kadugodi,3,1,1,1,0,0,,1,1,1,1,1,1,1,1
1684,10200000,1576,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1685,11100000,1709,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1686,10000000,1550,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1687,11700000,1813,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1688,11299999,1746,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1689,11100000,1717,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1690,10800000,1665,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1691,10700000,1657,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1692,11500000,1773,Sarjapur Road Wipro To Railway Crossing,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1693,13100000,1846,Narayanapura on Hennur Main Road,3,0,1,0,0,0,,0,0,0,0,0,0,0,1
1694,10500000,1482,Narayanapura on Hennur Main Road,3,0,1,0,0,0,,0,0,0,0,0,0,0,1
1695,9614000,1346,Narayanapura on Hennur Main Road,2,0,1,0,0,0,,0,0,0,0,0,0,0,1
1696,8800000,1232,Narayanapura on Hennur Main Road,2,0,1,0,0,0,,0,0,0,0,0,0,0,1
1697,26200000,2600,Marathahalli,4,0,1,1,1,0,,1,1,1,0,0,1,0,1
1698,36200000,3590,Marathahalli,4,0,1,1,1,0,,1,1,1,0,0,1,0,1
1699,37500000,3701,Marathahalli,4,0,1,1,1,0,,1,1,1,0,0,1,0,1
1700,31700000,3170,Marathahalli,4,0,1,1,1,0,,1,1,1,0,0,1,0,1
1701,28400000,2807,Marathahalli,4,0,1,1,1,0,,1,1,1,0,0,1,0,1
1702,7262000,1462,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1703,6659999,1172,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1704,8087000,1478,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1705,6213000,1251,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1706,7840000,1589,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1707,8897000,1629,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1708,7262000,1462,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1709,29300000,3012,JP Nagar Phase 7,4,0,0,1,0,0,,0,1,1,0,0,0,0,1
1710,9999000,1901,RR Nagar,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1711,25500000,1839,Koramangala,3,0,1,1,1,0,,1,1,1,1,0,0,0,1
1712,34000000,2461,Koramangala,4,0,1,1,1,0,,1,1,1,1,0,0,0,1
1713,17500000,1249,Koramangala,2,0,1,1,1,0,,1,1,1,1,0,0,0,1
1714,34500000,2503,Koramangala,4,0,1,1,1,0,,1,1,1,1,0,0,0,1
1715,19500000,1385,Koramangala,2,0,1,1,1,0,,1,1,1,1,0,0,0,1
1716,8800000,1195,Varthur,2,0,1,1,1,0,,1,1,1,0,1,1,0,1
1717,15400000,2321,Varthur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1718,11000000,1655,Varthur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1719,9277000,1275,Bommanahalli,2,0,1,0,1,1,,1,1,1,1,1,1,0,1
1720,11600000,1615,Bommanahalli,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1721,10900000,1515,Bommanahalli,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1722,10500000,1455,Bommanahalli,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1723,9859000,1360,Bommanahalli,3,0,1,0,1,1,,1,1,1,1,1,1,0,1
1724,4550000,1011,ITPL,1,0,1,1,1,0,,1,1,1,1,1,1,0,1
1725,40400000,3517,Konanakunte,4,0,1,1,1,0,,1,1,1,1,1,1,0,1
1726,33100000,2883,Konanakunte,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1727,40199999,3498,Konanakunte,4,0,1,1,1,0,,1,1,1,1,1,1,0,1
1728,41600000,3621,Konanakunte,4,0,1,1,1,0,,1,1,1,1,1,1,0,1
1729,33600000,2929,Konanakunte,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1730,32000000,2791,Konanakunte,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1731,5771000,1178,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1732,6412000,1309,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1733,8362000,1707,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1734,6388000,1304,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1735,3747000,765,Kanakapura Road Beyond Nice Ring Road,1,0,1,0,0,0,,1,1,1,0,0,0,0,1
1736,7309000,1492,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1737,5354000,1093,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1738,4595000,938,Kanakapura Road Beyond Nice Ring Road,1,0,1,0,0,0,,1,1,1,0,0,0,0,1
1739,8323000,1699,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1740,7348000,1500,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1741,9494000,1938,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1742,7234999,1477,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1743,6241000,1274,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1744,5266000,1075,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1745,4982000,1017,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1746,8514000,1738,Kanakapura Road Beyond Nice Ring Road,3,0,1,0,0,0,,1,1,1,0,0,0,0,1
1747,6285000,1283,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1748,6158000,1257,Kanakapura Road Beyond Nice Ring Road,2,0,1,0,0,0,,1,1,1,0,0,0,0,1
1749,3488000,712,Kanakapura Road Beyond Nice Ring Road,1,0,1,0,0,0,,1,1,1,0,0,0,0,1
1750,8234999,1120,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1751,10600000,1450,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,0,0,,1,1,0,1,1,0,0,1
1752,8676000,1180,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1753,5661000,770,Kanakapura Road Beyond Nice Ring Road,1,0,1,1,0,0,,1,1,0,1,1,0,0,1
1754,10500000,1430,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,0,0,,1,1,0,1,1,0,0,1
1755,9558000,1300,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1756,11900000,1630,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,0,0,,1,1,0,1,1,0,0,1
1757,8897000,1210,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1758,6984999,950,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1759,10800000,1480,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,0,0,,1,1,0,1,1,0,0,1
1760,9264000,1260,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1761,7426000,1010,Kanakapura Road Beyond Nice Ring Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,1
1762,11200000,1530,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,0,0,,1,1,0,1,1,0,0,1
1763,11700000,1600,Kanakapura Road Beyond Nice Ring Road,3,0,1,1,0,0,,1,1,0,1,1,0,0,1
1764,5000000,680,Kanakapura Road Beyond Nice Ring Road,1,0,1,1,0,0,,1,1,0,1,1,0,0,1
1765,6691000,910,Kanakapura Road Beyond Nice Ring Road,1,0,1,1,0,0,,1,1,0,1,1,0,0,1
1766,8100000,718,Chikkagubbi on Hennur Main Road,2,0,1,1,1,0,,1,1,1,0,1,1,0,1
1767,10900000,905,Chikkagubbi on Hennur Main Road,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1768,10500000,972,Chikkagubbi on Hennur Main Road,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1769,4800000,1310,Electronic City Phase 2,3,0,1,1,1,1,,1,1,1,1,1,1,0,1
1770,13500000,2350,RR Nagar,3,0,0,1,0,0,,0,0,0,0,0,0,0,0
1771,68700000,4053,Rajajinagar,4,0,1,1,0,0,,1,1,1,1,0,1,0,1
1772,4359000,814,Nelamangala,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1773,8570000,1405,Jalahalli,3,0,1,1,0,0,,0,1,0,1,1,0,0,0
1774,23500000,3613,Whitefield,4,0,1,1,0,0,,0,1,1,1,0,0,0,0
1775,10500000,1482,Narayanapura on Hennur Main Road,3,0,1,0,0,0,,0,0,0,0,0,0,0,1
1776,9614000,1346,Narayanapura on Hennur Main Road,2,0,1,0,0,0,,0,0,0,0,0,0,0,1
1777,8800000,1232,Narayanapura on Hennur Main Road,2,0,1,0,0,0,,0,0,0,0,0,0,0,1
1778,8779000,1245,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1779,9900000,1545,Yelahanka,3,0,1,1,1,0,,0,1,1,1,1,0,0,0
1780,46100000,2678,Rajajinagar,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1781,5055000,966,Nelamangala,3,0,1,1,0,0,,0,1,1,1,0,0,0,0
1782,6819000,1286,Nelamangala,3,0,1,1,0,0,,0,1,1,1,0,0,0,0
1783,3872999,708,Nelamangala,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1784,8370999,1535,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1785,8039000,1470,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1786,5868000,1045,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1787,6021000,1075,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1788,7194000,1290,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1789,7581000,1380,Electronic City Phase 2,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1790,8137000,1465,Electronic City Phase 2,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1791,6612000,1284,Jakkur,2,0,1,0,1,0,,0,1,1,0,1,0,0,1
1792,5443000,1057,Jakkur,2,0,1,0,1,0,,0,1,1,0,1,0,0,1
1793,7631999,1482,Jakkur,3,0,1,0,1,0,,0,1,1,0,1,0,0,1
1794,4371000,930,Horamavu,1,0,1,1,0,0,,1,1,1,1,0,1,0,1
1795,4371000,930,Horamavu,1,0,1,1,0,0,,1,1,1,1,0,1,0,1
1796,4888000,1040,Horamavu,1,0,1,1,0,0,,1,1,1,1,0,1,0,1
1797,4582000,975,Horamavu,2,0,1,1,0,0,,1,1,1,1,0,1,0,1
1798,4371000,930,Horamavu,1,0,1,1,0,0,,1,1,1,1,0,1,0,1
1799,4888000,1040,Horamavu,1,0,1,1,0,0,,1,1,1,1,0,1,0,1
1800,4582000,975,Horamavu,2,0,1,1,0,0,,1,1,1,1,0,1,0,1
1801,4831000,1028,Horamavu,2,0,1,1,0,0,,1,1,1,1,0,1,0,1
1802,4845000,1031,Horamavu,2,0,1,1,0,0,,1,1,1,1,0,1,0,1
1803,4855000,1033,Horamavu,2,0,1,1,0,0,,1,1,1,1,0,1,0,1
1804,5200000,1407,Horamavu,1,1,1,1,1,0,,1,1,1,1,0,0,0,0
1805,4163000,905,Ramamurthy Nagar,1,0,1,1,1,1,,1,1,1,1,1,1,0,1
1806,4950000,1107,ITPL,1,0,1,1,1,0,,1,1,1,1,1,1,0,1
1807,4738000,1030,Ramamurthy Nagar,1,0,1,1,1,1,,1,0,1,0,1,1,0,1
1808,7356000,1113,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1809,6916000,1040,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1810,7778000,1183,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1811,7452000,1129,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1812,7428000,1125,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1813,7873999,1199,Kannur on Thanisandra Main Road,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1814,6655000,1151,Jakkur,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1815,7476000,1295,Jakkur,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1816,9762000,1696,Jakkur,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1817,9785000,1700,Jakkur,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1818,17900000,2700,RMV,3,1,1,1,1,1,,1,1,1,1,1,1,0,1
1819,16000000,1900,Sahakar Nagar,3,1,1,1,1,1,,1,1,1,1,0,1,1,1
1820,16000000,1900,Sahakar Nagar,3,1,1,1,1,1,,1,1,1,1,0,1,1,1
1821,16000000,1900,Sahakar Nagar,3,1,1,1,1,1,,1,1,1,1,0,1,1,1
1822,16500000,2000,Hebbal,3,1,1,1,1,0,,1,1,1,1,1,0,1,1
1823,28000000,2700,Hebbal,2,0,1,1,1,0,,0,1,0,1,0,0,1,0
1824,18500000,2200,Sanjaynagar,3,1,1,1,1,1,,1,1,1,1,1,0,0,0
1825,5301000,1178,Narayanapura on Hennur Main Road,2,0,1,1,0,0,,1,1,1,1,1,0,0,0
1826,8900000,1500,Jalahalli,3,0,1,1,0,0,,0,1,0,1,1,0,0,0
1827,6061000,1350,Doddanekundi,2,0,0,1,0,0,,0,0,0,1,0,0,0,0
1828,7408000,1650,Doddanekundi,3,0,0,1,0,0,,0,0,0,1,0,0,0,0
1829,6083000,1355,Doddanekundi,3,0,0,1,0,0,,0,0,0,1,0,0,0,0
1830,5949000,1325,Doddanekundi,2,0,0,1,0,0,,0,0,0,1,0,0,0,0
1831,5657000,1260,Doddanekundi,2,0,0,1,0,0,,0,0,0,1,0,0,0,0
1832,5500000,1225,Doddanekundi,2,0,0,1,0,0,,0,0,0,1,0,0,0,0
1833,5837000,1300,Doddanekundi,2,0,0,1,0,0,,0,0,0,1,0,0,0,0
1834,5848000,1082,Kumbalgodu,3,0,1,1,1,0,,1,1,1,1,1,1,0,1
1835,5089000,883,Kumbalgodu,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1836,4789000,800,Kumbalgodu,2,0,1,1,1,0,,1,1,1,1,1,1,0,1
1837,50100000,4622,JP Nagar Phase 4,4,0,1,1,1,0,,0,1,1,1,1,0,0,1
1838,50100000,4622,JP Nagar Phase 4,4,0,1,1,1,0,,0,1,1,1,1,0,0,1
1839,4600000,1097,Begur,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1840,4500000,1076,Begur,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1841,5150000,1235,Begur,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1842,6233000,1163,Nelamangala,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1843,10100000,1560,Yelahanka,3,0,1,1,1,0,,0,1,1,1,1,0,0,0
1844,3500000,538,Krishnarajapura,1,0,0,1,0,0,,0,0,0,1,0,0,0,0
1845,11600000,1873,Krishnarajapura,3,0,1,1,0,0,,0,1,1,1,0,0,0,0
1846,68700000,4053,Rajajinagar,4,0,1,1,0,0,,1,1,1,1,0,1,0,1
1847,9335000,1476,Begur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1848,8001000,1265,Begur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1849,9658000,1527,Begur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1850,3500000,538,Krishnarajapura,1,0,0,1,0,0,,0,0,0,0,0,0,0,0
1851,11600000,1891,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1852,11399999,1877,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1853,11000000,1845,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1854,11500000,1888,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1855,11700000,1892,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1856,10800000,1798,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1857,11200000,1862,Junnasandra,3,0,1,1,0,0,,1,1,1,1,0,1,0,1
1858,5900000,1216,Jalahalli,2,0,1,1,0,0,,0,1,0,1,0,0,0,0
1859,8500000,1340,Jalahalli,3,0,1,1,0,0,,0,1,0,1,1,0,0,0
1860,23600000,3628,Whitefield,4,0,1,1,0,0,,0,1,1,1,0,0,0,0
1861,3800000,1000,Devanahalli,2,1,1,1,1,1,,1,1,1,1,1,1,0,1
1862,4500000,1076,Begur,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1863,4600000,1097,Begur,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1864,4550000,1076,Begur,2,0,1,1,0,0,,0,1,1,1,0,0,0,0
1865,5150000,1235,Begur,2,0,1,1,1,0,,0,1,1,1,0,0,0,0
1866,4700000,1124,Begur,1,0,1,1,1,0,,0,1,1,1,0,0,0,0
1867,4560000,1076,Begur,2,0,1,1,1,0,,0,1,1,1,0,0,0,0
1868,4635000,1097,Begur,2,0,1,1,1,0,,0,1,1,1,0,0,0,0
1869,10600000,1635,Yelahanka,3,0,1,1,1,0,,0,1,1,1,1,0,0,0
1870,46500000,4332,JP Nagar Phase 4,4,0,1,1,1,0,,0,1,1,1,1,0,0,1
1871,5670000,1260,Narayanapura on Hennur Main Road,2,0,1,1,0,0,,1,1,0,1,1,0,0,0
1872,6000000,1272,Jalahalli,2,0,1,1,0,0,,0,0,0,1,0,0,0,0
1873,30500000,3596,Bellandur,4,0,1,1,1,0,,1,1,1,0,1,1,0,1
1874,36000000,4239,Bellandur,5,0,1,1,1,0,,1,1,1,0,1,1,0,1
1875,22599999,2666,Bellandur,3,0,1,1,1,0,,1,1,1,0,1,1,0,1
1876,15700000,1750,BTM Layout,3,0,1,1,1,1,,1,1,1,1,1,1,0,1
1877,13899999,1545,BTM Layout,3,0,1,1,1,1,,1,1,1,1,1,1,0,1
1878,8365000,1195,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,0,0
1879,7831999,1205,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,1,0
1880,7767000,1195,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,1,0
1881,9174000,1044,Muneshwara Nagar,3,0,1,1,0,0,,0,1,0,0,0,1,0,0
1882,8662000,1230,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,0,0
1883,9100000,1300,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,0,0
1884,9100000,1300,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,0,0
1885,7831999,1205,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,0,0
1886,8874000,1305,Muneshwara Nagar,3,0,1,1,0,0,,0,1,0,0,0,1,0,0
1887,8492000,1205,Muneshwara Nagar,3,0,1,1,0,0,,0,1,1,1,0,1,0,0
